image,text
/10022.png,"بات کا یقین ہے کہ امریکہ ایک اور کساد بازاری 
"
/10023.png,"کی لپیٹ میں نہیں آئے گا اور نہ ہی دنیا 
"
/10024.png,"کے دوسرے ممالک کو اس قسم کے بحران کا سامنا 
"
/10025.png,"ہو سکتا ہے۔ رابرٹ زوئیلک سنگاپور میں ایک اجلاس سے 
"
/10026.png,"خطاب کر رہے تھے جس میں ان سے امریکہ کی 
"
/10027.png,"اقتصادی صورتحال کے حوالے سے سوال کیا گیا تھا۔  
"
/10028.png,"ڈھاکہ ( جنگ نیوز) بھارتی وزیراعظم منموہن سنگھ نے کہا 
"
/10029.png,"ہے کہ اگر انہیں بنگلہ دیش کے دورے کے دوران 
"
/1003.png,"کر دی ہیں۔ اس کے باوجود کارکردگی میں بہتری نہیں 
"
/10030.png,"ہلسا مچھلی پیش کی جائے تو وہ گوشت نہ کھانے 
"
/10031.png,"کا عہد توڑنے کے لئے تیار ہیں۔ بھارتی وزیراعظم منموہن 
"
/10032.png,"سنگھ دو روزہ سرکاری دورے پر بنگلہ دیش پہنچے ہیں۔ 
"
/10033.png,"منموہن سنگھ نے بنگلہ دیش کی نیوز ایجنسی کو ایک 
"
/10034.png,"انٹرویو میں بتایا کہ اگرچہ وہ سبزی خور ہیں لیکن 
"
/10035.png,"بنگلہ دیش انہیں ہلسا مچھلی پیش کرنے کی کوشش کرے 
"
/10036.png,"گا۔انہوں نے کہا کہ ’میں سبزی کے علاوہ کچھ نہ 
"
/10037.png,"کھانے کا عہد توڑنے کو تیار ہوں کیونکہ میں نے 
"
/10038.png,"سنا ہے کہ ہلسا مچھلی بہت ذائقہ دار ہوتی ہے‘۔ 
"
/10039.png,"واضح رہے کہ بنگلہ دیش میں ہلسا مچھلی کو بہت 
"
/1004.png,"آئی۔  
"
/10040.png,"پسند کیا جاتا ہے۔ اگرچہ ہلسا مچھلی بھارت کے بازاروں 
"
/10041.png,"سے بھی مل جاتی ہے تاہم بنگلہ دیش کے دریاوٴں 
"
/10042.png,"میں پائی جانے والی مچھلی بہت ذائقہ دار ہوتی ہے۔ 
"
/10043.png,"کراچی (اسٹاف رپورٹر) وزیراعلیٰ سندھ سید قائم علی شاہ سے 
"
/10044.png,"گزشتہ روز سابق وفاقی وزیر قانون سینیٹر بابر اعوان اور 
"
/10045.png,"اسپیکر نثار احمد کھوڑو نے ملاقاتیں کیں۔ اس موقع پر 
"
/10046.png,"ملک کی سیاسی صورتحال،بالخصوص کراچی میں امن واماں کی صورتحال، 
"
/10047.png,"سندھ میں حالیہ بارشوں سے ہونے والے نقصانات اور ریلیف 
"
/10048.png,"کے معاملات پر تبادہ خیال کیا گیا۔ وزیراعلیٰ سندھ نے 
"
/10049.png,"سینیٹر بابر اعوان کو بتایا کہ وہ گزشتہ دو دنوں 
"
/1005.png,"اسلام آباد (نمائندہ جنگ) سپریم کورٹ نے حج کرپشن اسکینڈل 
"
/10050.png,"سے اندرون سندھ میں بارش سے تباہ شدہ کچھ علاقوں 
"
/10051.png,"کے دورے پر تھے جہاں انہوں نے متاثرہ افراد سے 
"
/10052.png,"ملاقات کی اور ان کے دکھوں اور تکالیف میں شرکت 
"
/10053.png,"کی۔ وزیراعلیٰ سندھ نے بتایا کہ صوبہ سندھ حالیہ بارشوں 
"
/10054.png,"سے بری طرح سے متاثر ہوا ہے۔ لاکھوں افراد بے 
"
/10055.png,"گھر ہو گئے ہیں جنہیں ریلیف کیمپوں میں رکھا گیا 
"
/10056.png,"ہے۔ انہوں نے بتایا کہ فصلوں کو بڑا نقصان پہنچا 
"
/10057.png,"ہے، راستے تباہ ہو گئے ہیں، مکانات گر گئے ہیں 
"
/10058.png,"جبکہ حکومت ان متاثرین کی امداد اور دوبارہ بحالی کیلئے 
"
/10059.png,"شب و روز کوشاں ہے۔ انہوں نے کہا کہ نقصانات 
"
/1006.png,"کیس میں ڈی جی ایف آئی اے وسیم احمد کی 
"
/10060.png,"کے سروے کا کام جاری ہے۔ دونوں رہنماؤں نے اس 
"
/10061.png,"عزم کا اعادہ کیا کہ صوبے کے متاثرہ افراد کی 
"
/10062.png,"امداد کے لئے بھرپور کوششیں کی جائیں گی۔  
"
/1007.png,"درخواست پر اٹارنی جنرل کو ہدایت کی ہے کہ ڈی 
"
/1008.png,"جی ایف آئی اے کو تحقیقات سے الگ کرنے کے 
"
/1009.png,"بارے میں حکومتی لائحہ عمل سے 3 روز میں عدالت 
"
/101.png,"پر ایسا گھناوٴنا عمل کرکے دنیا بھر میں اسلام کی 
"
/1010.png,"کو آگاہ کیا جائے، چیف جسٹس افتخار محمد چوہدری نے 
"
/1011.png,"کہا کہ وسیم احمد رہے اور کیس خراب ہو گیا 
"
/1012.png,"تو عدالت کسی سے رعایت نہیں برتے گی۔ چیف جسٹس 
"
/1013.png,"کی سربراہی میں جسٹس جاوید اقبال، جسٹس تصدق حسین جیلانی، 
"
/1014.png,"جسٹس انور ظہیر جمالی، جسٹس راجہ فیاض احمد، جسٹس غلام 
"
/1015.png,"ربانی اور جسٹس خلیل الرحمن رمدے پر مشتمل 7 رکنی 
"
/1016.png,"بنچ نے سماعت کی۔ عدالت نے مزید سماعت 20 جنوری 
"
/1017.png,"تک ملتوی کر دی۔ عدالت نے حجاج کرام کو 700 
"
/1018.png,"ریال کی واپسی کے حوالے سے حکومتی اقدامات کو سراہا۔ 
"
/1019.png,"عدالت کو ایف آئی اے کے تفتیشی آفیسر نے بتایا 
"
/102.png,"اچھی تصویر پیش کی جارہی ہے یا اس کا امیج 
"
/1020.png,"کہ سابق وزیر حامد سعید کاظمی اور راؤ شکیل کے 
"
/1021.png,"بینک اکاؤنٹس نہیں مل رہے جبکہ عدالت کے روبرو ایف 
"
/1022.png,"آئی اے نے وزیر داخلہ رحمن ملک کا ریکارڈ شدہ 
"
/1023.png,"بیان بھی عدالت کے سامنے پیش کیا، وزیر داخلہ کا 
"
/1024.png,"بیان ڈی جی حج آپریشن راؤ شکیل احمد کا نام 
"
/1025.png,"ای سی ایل سے نکالنے کے بارے میں تھا جس 
"
/1026.png,"میں کہا گیا کہ ڈی جی حج آپریشن مقرر ہونے 
"
/1027.png,"کے بعد ان کا سعودی عرب جانا ضروری تھا اس 
"
/1028.png,"لئے ان کا نام ای سی ایل سے نکالا گیا۔ 
"
/1029.png,"چیف جسٹس نے کہا کہ وزیر داخلہ کو ای سی 
"
/103.png,"خراب کیاجارہاہے؟ یہ اسلام نہیں مذہبی انتہا پسندی ہے، اسلام 
"
/1030.png,"ایل سے نام نکالنے کا اختیار حاصل نہیں ہے۔ سردار 
"
/1031.png,"لطیف کھوسہ نے عدالت کو بتایا کہ راؤ شکیل کا 
"
/1032.png,"نام ایس ایم ایس کے ذریعے نہیں بلکہ ایس ایم 
"
/1033.png,"ای کے ذریعے ای سی ایل سے نکالا گیا جس 
"
/1034.png,"کا مطلب وہ سیکرٹری وزارت داخلہ ہے، چیف جسٹس نے 
"
/1035.png,"کہا کہ وزیر داخلہ کے بیان کے مطابق ای سی 
"
/1036.png,"ایل سے نام نکالنے کا اختیار ان کے پاس ہے 
"
/1037.png,"جبکہ ای سی ایل کے قوانین کے مطابق یہ اختیار 
"
/1038.png,"سیکرٹری داخلہ کے پاس ہے۔ عدالت نے لطیف کھوسہ سے 
"
/1039.png,"کہا کہ آپ یہاں حامد سعید کاظمی کی وکالت کیلئے 
"
/104.png,"ایسا کرنے کادرس نہیں دیتامگربعض گروپ اسلام کے نام پر 
"
/1040.png,"آئے ہیں وزیر داخلہ کی وکالت کیلئے نہیں آئے۔ سابق 
"
/1041.png,"وفاقی وزیراعظم سواتی کے وکیل افنان کنڈی نے عدالت کو 
"
/1042.png,"بتایا کہ ابھی تک ملزمان کے بنک اکاؤنٹس کی تفصیلات 
"
/1043.png,"نہیں بتائی گئیں جبکہ تفتیشی افسر کو بھی ابھی تک 
"
/1044.png,"سعودی عرب نہیں بھیجا گیا۔ احمد فیض اور حامد سعید 
"
/1045.png,"کی گفتگو کا ریکارڈ اور زین سکھیرا کے سعودی عرب 
"
/1046.png,"دوروں اور دیگر تفصیلات ایف آئی اے کو دی گئی 
"
/1047.png,"ہیں۔ ایڈووکیٹ لطیف کھوسہ نے کہا کہ ایف آئی اے 
"
/1048.png,"کے تفتیشی افسر حسین اصغر کا ویزا لگ گیا ہے 
"
/1049.png,"اوروہ جلد سعودی عرب چلے جائیں گے۔ جسٹس خلیل الرحمن 
"
/105.png,"مذہبی انتہاپسندی اورمذہبی جنونیت کوپروان چڑھارہے ہیں اور اسلام کے 
"
/1050.png,"رمدے نے کہا کہ جس انداز سے تفتیش کی جا 
"
/1051.png,"رہی ہے اس سے ہم تنگ آ چکے ہیں 35 
"
/1052.png,"روز گزر گئے تفتیشی افسر کو نہیں بھیجا گیا، ہم 
"
/1053.png,"شروع سے ہی ڈی جی ایف آئی اے کو کہہ 
"
/1054.png,"رہے ہیں کہ ہم سے نہ سہی کم از کم 
"
/1055.png,"خدا سے تو ڈریں۔ اداروں میں چن چن کر غلط 
"
/1056.png,"بندے لگائے جا رہے ہیں۔ ڈی جی ایف آئی اے 
"
/1057.png,"نے کہا کہ انہوں نے حکومت کو درخواست دی ہے 
"
/1058.png,"کہ ان کو تحقیقات سے الگ کر دیا جائے کیونکہ 
"
/1059.png,"میں پانچ سیکرٹریوں کو تفتیش کے لئے نہیں بلا سکتا، 
"
/106.png,"نام پر تشدد اور جنگ وجدل کادرس دے رہے ہیں۔ 
"
/1060.png,"تفتیشی افسر نے بتایا کہ حامد کاظمی اور راؤ شکیل 
"
/1061.png,"وغیرہ کے متعلق 8 بینک اکاؤنٹس چیک کئے گئے ہیں 
"
/1062.png,"ان میں سے کوئی اکاؤنٹس پاکستان میں موجود نہیں، سیکرٹری 
"
/1063.png,"مذہبی امور شوکت حیات درانی نے کہا کہ عدالتی احکامات 
"
/1064.png,"کی روشنی میں 26 ہزار چھ سوحاجیوں کو 700 ریال 
"
/1065.png,"فی کس واپس کرنے کے لئے اقدامات کئے جا رہے 
"
/1066.png,"ہیں اور بینکوں کو ہدایت کی ہے کہ آئندہ ہفتے 
"
/1067.png,"سے کام شروع کر دیں۔  
"
/1068.png,"اسلام آباد (اظہر سید … نمائندہ جنگ) حکومت نے بجلی 
"
/1069.png,"کی قیمتوں میں دو فیصد اضافہ کردیاہے تاہم سیاسی صورتحال 
"
/107.png,"یہ اسلام اور نبی اکرمﷺ سے محبت نہیں۔ نبی اکرم 
"
/1070.png,"کی وجہ سے قیمتوں میں اس اضافہ کااعلان نہیں کیاگیا۔ 
"
/1071.png,"انتہائی ذمہ دار حکومتی ذرائع کاکہنا ہے کہ پیٹرولیم مصنوعات 
"
/1072.png,"کی قیمتوں میں اضافہ کا فیصلہ واپس لینے پر وفاقی 
"
/1073.png,"حکومت پر آئی ایم ایف کا شدید دباؤ تھا۔ حکومت 
"
/1074.png,"نے اس دباؤ کے سامنے گھٹنے ٹیکتے ہوئے دسمبر2010ء سے 
"
/1075.png,"بجلی کی قیمتوں میں اضافہ کانوٹیفکیشن جاری کیاہے اور اس 
"
/1076.png,"نوٹیفکیشن کی معمول کی 100کاپیوں کی بجائے صرف 35کاپیاں تیار 
"
/1077.png,"کرائی ہیں۔رواں ماہ جنوری کے بجلی کے بلوں میں دو 
"
/1078.png,"فیصداضافہ شامل ہو گا حکومت کی طرف سے خاموشی کے 
"
/1079.png,"ساتھ جاری کردہ نوٹیفکیشن کے مطابق 50یونٹ تک ماہانہ بجلی 
"
/108.png,"ﷺ تو رحمت العالمین بن کر آئے، وہ سارے عالم 
"
/1080.png,"استعمال کرنے پر فی یونٹ قیمت ایک روپیہ 87 پیسے 
"
/1081.png,"100 یونٹ تک 4روپیہ 36پیسے ،300یونٹ ماہانہ بجلی استعمال کرنے 
"
/1082.png,"پر 6روپیہ 60پیسے ،301 یونٹ سے 700یونٹ تک 10روپیہ 65 
"
/1083.png,"پیسے جبکہ 700 یونٹ سے زیادہ پر فی یونٹ قیمت 
"
/1084.png,"13روپیہ 29پیسے مقرر کی گئی ہے سنگل فیز میٹر پر 
"
/1085.png,"75 روپیہ اورتھری فیز کنکشن پر 150روپیہ ماہانہ لازمی چارجز 
"
/1086.png,"ہوں گے۔5کلوواٹ سے زیادہ بجلی کے استعمال پر مصروف اوقات 
"
/1087.png,"”پیک اوور“ میں قیمت 12روپیہ 25پیسے اورعام اوقات میں 6روپیہ 
"
/1088.png,"70پیسے فی یونٹ ہوئی کمرشل صارفین کیلئے 5کلو واٹ تک 
"
/1089.png,"بجلی کے استعمال پر قیمت فی یونٹ 13روپیہ اور اس 
"
/109.png,"کیلئے رحمت لانے والے ہیں تشدد لانے والے نہیں، آپﷺ 
"
/1090.png,"سے زیادہ پر 8روپیہ 14پیسے فی یونٹ ہوگی۔ جبکہ 353روپیہ 
"
/1091.png,"ماہانہ لازمی چارجز بھی ہوں گے۔ مصروف اوقات میں فی 
"
/1092.png,"یونٹ قیمت 11روپیہ 49پیسے اورعام اوقات میں 6روپیہ 50پیسے فی 
"
/1093.png,"یونٹ ہوگی صنعتی شعبہ کیلئے 6کلو واٹ تک 8روپیہ 96پیسے 
"
/1094.png,"فی یونٹ جبکہ 6سے 500کے وی تک بجلی کے ا 
"
/1095.png,"ستعمال پر فی یونٹ بجلی کی قیمت7روپے 59پیسے ہوگی جبکہ 
"
/1096.png,"353روپیہ فکسڈ چارجز ہوں گے۔  
"
/1097.png,"کراچی (اسٹاف رپورٹر) مارکیٹوں میں جبری بھتہ، پرچی، دھمکی آمیز 
"
/1098.png,"فون کالز، تاجروں کے بلاجواز قتل، دکانوں پر اشتعال انگیز 
"
/1099.png,"فائرنگ،گوداموں اور دکانوں کے تالے توڑکر قیمتی سامان لوٹنے، ڈکیتی، 
"
/11.png,"مظاہرہ کے دورا ن بنوں ڈیرہ روڈ بلاک کردی اورسڑک 
"
/110.png,"تو غیر مسلموں حتیٰ کہ اپنے دشمنوں تک سے حسن 
"
/1100.png,"چوری اور لوٹ مارکے بڑھتے ہوئے واقعات کے خلاف احتجاجی 
"
/1101.png,"لائحہ عمل طے کرنے کیلئے آل کراچی تاجر اتحادکے چیئرمین 
"
/1102.png,"عتیق میرکی زیرصدارت بدھ 12 جنوری، سہ پہر3 بجے آرام 
"
/1103.png,"باغ فرنیچر مارکیٹ میں مارکیٹوں کے نمائندوں کا ایک ہنگامی 
"
/1104.png,"اجلاس بلایا گیا ہے جس میں بدامنی اور لوٹ مارکی 
"
/1105.png,"موجودہ تشویشناک صورتحال کیخلاف حکومت اور اس کے حفاظتی اداروں 
"
/1106.png,"کے منفی کردارکی پرزور مذمت کی جائے گی۔ پرامن شٹر 
"
/1107.png,"بند ہڑتال، احتجاجی ریلیاں، دھرنے اور بھوک ہڑتال کے پروگرام 
"
/1108.png,"ترتیب دیئے جائیں گے جن میں سیاسی، مذہبی اور شہری 
"
/1109.png,"جماعتوں کو بھی شرکت کی دعوت دی جائے گی۔ امن 
"
/111.png,"سلوک سے پیش آتے، آپ ﷺ بدلہ لینے والے نہیں 
"
/1110.png,"و امان کے قیام میں سیکورٹی اداروں کی ناکامی، حکومت 
"
/1111.png,"کی عدم دلچسپی، تجارتی شہرکے کاروباری مستقبل اور تاجروں کی 
"
/1112.png,"جان و مال کے تحفظ پر غورکیا جائے گا۔ اس 
"
/1113.png,"سلسلے میں آل کراچی تاجر اتحاد کے چیئرمین عتیق میر 
"
/1114.png,"نے پریس کو جاری کیے گئے ایک اعلامیے میں کہا 
"
/1115.png,"کہ شہری زندگی کی مہذب شناخت ختم ہوگئی،کراچی جگمگاتے ہوئے 
"
/1116.png,"جنگل کی تصویر پیش کر رہا ہے۔ ٹارگٹ کلنگ، بھتہ 
"
/1117.png,"مافیا، ڈاکووٴں اور لٹیروں نے کراچی کی تجارتی حیثیت کو 
"
/1118.png,"تباہ و برباد کرکے رکھ دیا ہے۔ کراچی مکمل طور 
"
/1119.png,"پر ڈاکووٴں، لٹیروں اور بھتہ مافیا کی ریاست بن چکا 
"
/112.png,"بلکہ معاف کرنے والے ہیں، آپ ﷺ نے تو فتح 
"
/1120.png,"ہے، گزشتہ دو سال سے مکمل طور پر باخبر ہونے 
"
/1121.png,"کے باوجود حکومت بھتہ خوروں کے خلاف کارروائی سے مصلحتاً 
"
/1122.png,"گریزاں ہے۔ بھتہ پرچی بھجوانے والوں کی دیدہ دلیری کا 
"
/1123.png,"اندازہ اس بات سے لگایا جاسکتا ہے کہ وہ جوابی 
"
/1124.png,"رابطے کیلئے اپنا نام اور فون نمبر بھی بتادیتے ہیں 
"
/1125.png,"لیکن پولیس ان سے رابطہ کرنے میں خوف محسوس کرتی 
"
/1126.png,"ہے، ڈکیتی کے دوران دکانوں پر نقد رقوم دستیاب نہ 
"
/1127.png,"ہو تو ڈاکو قیمتی سامان لوٹ کر فرار ہوجاتے ہیں۔ 
"
/1128.png,"بے دھڑک ہوکر دکانوں اورگوداموں کے تالے توڑکر قیمتی سامان 
"
/1129.png,"لوٹا جا رہا ہے۔ انہوں نے کہا کہ بھتہ خوروں 
"
/113.png,"مکہ کے بعد اپنے چچاحضرت امیرحمزہ  کو شہیدکرکے انکا 
"
/1130.png,"کو پرچی پردرج شدہ رقم مقررہ میعاد میں ادا نہ 
"
/1131.png,"کی جائے تو وہ تاجروں کو قتل کرنے سے بھی 
"
/1132.png,"دریغ نہیں کرتے جس کے باعث تاجر خوف و دہشت 
"
/1133.png,"کا شکار ہوکر نفسیاتی مریض بن رہے ہیں۔  
"
/1134.png,"اسلام آباد (نمائندہ جنگ) وزیراعظم یوسف رضا گیلانی نے کہا 
"
/1135.png,"ہے کہ ناموس رسالت ایکٹ میں تبدیلی نہیں کررہے، آسیہ 
"
/1136.png,"بی بی کے ساتھ قانون کے مطابق سلوک ہوگا۔ انہوں 
"
/1137.png,"نے کہا کہ مسلم لیگ ن کے قائد میاں نوازشریف 
"
/1138.png,"کی جانب سے 10 نکاتی ایجنڈے کاخط مجھے موصول ہوگیا 
"
/1139.png,"ہے اور سیاسی جماعتوں کی مشاورت سے اس پرعمل کیاجائیگا۔ 
"
/114.png,"کلیجہ چبانے والی عورت تک کومعاف کردیا تھا مگر افسوس 
"
/1140.png,"انہوں نے یہ بات منگل کو اوآئی سی کی جانب 
"
/1141.png,"سے ضلع ڈیرہ غازی خان میں سیلاب سے متاثرہ علاقوں 
"
/1142.png,"میں ماڈل ویلجزکی تعمیرکی افتتاحی تقریب سے خطاب کے بعد 
"
/1143.png,"صحافیوں کے سوالوں کاجواب دیتے ہوئے کہی۔ وزیراعظم نے کہا 
"
/1144.png,"کہ میں نے میاں نوازشریف کو ٹیلیفون کرنے سے پہلے 
"
/1145.png,"بھی تمام سیاسی جماعتوں سے مشاورت کی تھی، قومی ایجنڈے 
"
/1146.png,"پربھی تمام سیاسی جماعتوں سے مشاورت کریں گے اور ان 
"
/1147.png,"مسائل کومل جل کرحل کریں گے اورتمام سیاسی جماعتوں کے 
"
/1148.png,"تعاون اوررہنمائی میں اس ایجنڈے کی تکمیل کریں گے اور 
"
/1149.png,"اس کیلئے کمیٹیاں تشکیل دی جائیں گی۔ عیسائیوں کے روحانی 
"
/115.png,"کہ مذہبی انتہاپسند عناصر اپنے گھناوٴنے عمل کے ذریعے پیارے 
"
/1150.png,"پیشوا پوپ بینڈکٹ کی جانب سے تحفظ ناموس رسالت کا 
"
/1151.png,"قانون ختم کرنے اور آسیہ بی بی کورہا کرنے کے 
"
/1152.png,"مطالبہ سے متعلق سوال پروزیراعظم نے کہا کہ ہمارا اپناقانون 
"
/1153.png,"ہے اور ہم اپنے قانون کے مطابق کام کریں گے۔ 
"
/1154.png,"انہوں نے کہا کہ میں واضح بیان دے چکاہوں کہ 
"
/1155.png,"تحفظ ناموس رسالت کے قانون میں کوئی ترمیم نہیں کی 
"
/1156.png,"جائیگی اور نہ ہی اسے تبدیل کیاجارہا، اب یہ تنازع 
"
/1157.png,"ختم ہوناچاہئے اور میڈیا کو اپنی ذمہ داری کاثبوت دیناچاہئے۔ 
"
/1158.png,"سرکاری اداروں کی نجکاری کیلئے حکومت پرآئی ایم ایف کے 
"
/1159.png,"دباؤ سے متعلق پوچھے گئے سوال کے جواب میں انہوں 
"
/116.png,"نبیﷺ کے امیج کو دنیا میں خراب کررہے ہیں۔ الطاف 
"
/1160.png,"نے کہا کہ ہم وہی فیصلے کریں گے جوملک کے 
"
/1161.png,"مفادمیں ہونگے، حکومت محدودوسائل میں رہتے ہوئے عوام کی فلاح 
"
/1162.png,"وبہبودکیلئے جوکچھ کرسکتی ہے ضرورکرے گی۔ جب ان سے پوچھاگیاکہ 
"
/1163.png,"حج اسکینڈل میں آپکے صاحبزادے کاذکربھی آرہا ہے تووزیراعظم نے 
"
/1164.png,"کہا کہ سیاست میں ہمیشہ سے ہی فیملی کوہدف بنایاجاتارہاہے، 
"
/1165.png,"یہ کوئی نئی بات نہیں ہے جہاں تک حج کامعاملہ 
"
/1166.png,"ہے تو میں نے خود پارلیمانی کمیٹی بناکراسے سعودی عرب 
"
/1167.png,"بھجوایاتھا۔ اس کمیٹی نے ہائرنگ کے معاملے کاجائزہ لیکر رپورٹ 
"
/1168.png,"دی جوپارلیمنٹ میں موجودہے، اس میں میرے صاحبزادے کاکوئی تذکرہ 
"
/1169.png,"نہیں ہے۔ مسلم لیگ(ن) کے جورکن اب یہ الزام لگارہے 
"
/117.png,"حسین نے کہاکہ ایم کیوایم تمام مسالک اورتمام فقہوں کانہ 
"
/1170.png,"ہیں وہ بھی کمیٹی میں شامل تھے اور میں نے 
"
/1171.png,"خودانہیں کمیٹی کارکن بنایاتھا۔انہوں نے کہاکہ یہ معاملہ عدالت میں 
"
/1172.png,"زیرسماعت ہے اس پر تبصرہ کرنامناسب نہیں ہے۔ جب ان 
"
/1173.png,"سے پوچھاگیاکہ مولانافضل الرحمن کوکب حکومت میں واپس لارہے ہیں 
"
/1174.png,"توانہوں نے مختصراً کہا کہ ہم مولاناکی بہت عزت اور 
"
/1175.png,"احترام کرتے ہیں۔ جوبائیڈن کے دورہ سے متعلق سوال پرانہوں 
"
/1176.png,"نے کہا کہ جب وہ پاکستان آئیں گے توان سے 
"
/1177.png,"بات ہوگی۔  
"
/1178.png,"اسلام آباد (رپورٹ: … انصار عباسی) اگرچہ یکے بعد دیگرے 
"
/1179.png,"آنے والی کسی بھی حکومت نے اس قانون کی ترمیم 
"
/118.png,"صرف دل سے احترام کرتی ہے بلکہ فرقہ وارانہ ہم 
"
/1180.png,"نہیں کی لیکن تعزیرات پاکستان کے توہین رسالت کے متعلق 
"
/1181.png,"سیکشن 295-C میں اسلام کے تمام پیغمبروں کی بات کی 
"
/1182.png,"گئی ہے۔ میڈیا میں عمومی طورپر اس معاملے پر بات 
"
/1183.png,"نہیں کی جاتی لیکن یہ وفاقی شریعت کورٹ ہے جس 
"
/1184.png,"نے 1991ء میں یہ قرار دیا تھا کہ اس مخصوص 
"
/1185.png,"سیکشن کا اطلاق تمام انبیائے کرام پر ہوگا اور توہین 
"
/1186.png,"رسالت کے جرم کی سزا موت ہوگی۔ سپریم کورٹ کے 
"
/1187.png,"سینئر وکیل، مذہبی اسکالر اور توہین رسالت کے مرتکب کو 
"
/1188.png,"سزائے موت دلوانے کیلئے طویل جدوجہد کرنے والے اسمٰعیل قریشی 
"
/1189.png,"نے دی نیوز سے بات چیت کرتے ہوئے بتایا کہ 
"
/119.png,"آہنگی کیلئے گزشتہ 32برسوں سے عملی جدوجہدبھی کررہی ہے، ہم 
"
/1190.png,"فیڈرل شریعت کورٹ کے فیصلے کو اس وقت حتمی شکل 
"
/1191.png,"مل گئی تھی جب اس وقت کی حکومت سپریم کورٹ 
"
/1192.png,"میں دائر کردہ اپنی اپیل سے دستبردار ہوگئی تھی۔ ٹاک 
"
/1193.png,"شوز کے مباحثوں میں بھی چند وکلاء کو یہ کہتے 
"
/1194.png,"ہوئے سنا گیا ہے کہ 295-C میں غلطی ہے اور 
"
/1195.png,"اس کا اطلاق تمام انبیائے کرام پر نہیں ہوتا۔ اسمٰعیل 
"
/1196.png,"قریشی نے واضح کیا کہ فیڈرل شریعت کورٹ کے فیصلے 
"
/1197.png,"کے بعد سیکشن 295-C مذکورہ عدالت کے فیصلے کی روشنی 
"
/1198.png,"میں ہی پڑھا جائے گا۔ سابق چیف جسٹس آف پاکستان 
"
/1199.png,"جسٹس (ر) سعید الزماں صدیقی نے رابطہ کرنے پر اسمٰعیل 
"
/12.png,"خالی کرنے سے انکار کردیا، مظاہرین کو روڈ سے ہٹانے 
"
/120.png,"سمجھتے ہیں کہ جس طرح سرکاردوعالمﷺ کی شان میں گستاخی 
"
/1200.png,"قریشی کے بیان کی توثیق کی اور کہا کہ اگر 
"
/1201.png,"اعلیٰ عدلیہ کا فیصلہ حتمی ہو تو اس کے بعد 
"
/1202.png,"وہ قانون بن جاتا ہے اور اس سے کوئی فرق 
"
/1203.png,"نہیں پڑتا کہ حکومت اس سلسلے میں کوئی ترمیم کرلے۔ 
"
